,user_id,item_id,rating
79,314.0,1291.0,1.0
80,551.0,455.0,1.0
81,553.0,1126.0,4.0
82,354.0,65.0,4.0
83,450.0,381.0,2.0
84,657.0,690.0,4.0
85,864.0,465.0,3.0
86,916.0,290.0,3.0
87,29.0,302.0,4.0
88,18.0,116.0,5.0
89,416.0,924.0,5.0
90,92.0,53.0,3.0
91,630.0,126.0,4.0
92,603.0,12.0,5.0
93,478.0,28.0,3.0
94,500.0,1163.0,1.0
95,67.0,117.0,5.0
96,880.0,121.0,2.0
97,339.0,217.0,3.0
98,240.0,269.0,5.0
99,671.0,222.0,1.0
100,870.0,474.0,4.0
101,830.0,95.0,3.0
102,592.0,890.0,1.0
103,380.0,1045.0,3.0
104,233.0,498.0,5.0
105,601.0,195.0,3.0
106,749.0,328.0,4.0
107,761.0,288.0,4.0
108,597.0,294.0,4.0
109,749.0,160.0,3.0
110,796.0,218.0,3.0
111,441.0,751.0,4.0
112,506.0,380.0,4.0
113,280.0,380.0,2.0
114,786.0,95.0,5.0
115,256.0,1033.0,4.0
116,870.0,1112.0,2.0
117,325.0,771.0,1.0
118,417.0,91.0,2.0
119,747.0,192.0,5.0
120,183.0,144.0,3.0
121,654.0,756.0,4.0
122,725.0,245.0,4.0
123,940.0,216.0,4.0
124,450.0,23.0,5.0
125,95.0,496.0,4.0
126,295.0,450.0,4.0
127,406.0,727.0,3.0
128,246.0,174.0,3.0
129,330.0,763.0,5.0
130,95.0,275.0,3.0
131,533.0,284.0,1.0
132,664.0,321.0,3.0
133,437.0,15.0,4.0
134,667.0,79.0,3.0
135,125.0,216.0,3.0
136,497.0,655.0,4.0
137,54.0,741.0,5.0
138,757.0,250.0,4.0
139,57.0,181.0,5.0
140,881.0,294.0,3.0
141,373.0,1188.0,3.0
142,292.0,589.0,4.0
143,825.0,413.0,3.0
144,939.0,274.0,5.0
145,290.0,1079.0,2.0
146,577.0,663.0,5.0
147,579.0,1446.0,2.0
148,313.0,423.0,4.0
149,505.0,358.0,3.0
150,303.0,264.0,3.0
151,1.0,39.0,4.0
152,336.0,716.0,2.0
153,397.0,529.0,4.0
154,230.0,99.0,3.0
155,44.0,636.0,4.0
156,451.0,306.0,2.0
157,933.0,561.0,3.0
158,94.0,94.0,2.0
159,792.0,831.0,2.0
160,195.0,1089.0,4.0
161,712.0,568.0,5.0
162,864.0,373.0,2.0
163,474.0,385.0,4.0
164,885.0,69.0,4.0
165,299.0,1226.0,2.0
166,270.0,443.0,3.0
167,489.0,750.0,5.0
168,303.0,450.0,3.0
169,608.0,288.0,5.0
170,907.0,1028.0,5.0
171,270.0,553.0,1.0
172,568.0,509.0,4.0
173,919.0,243.0,3.0
174,86.0,328.0,2.0
175,615.0,529.0,5.0
176,452.0,164.0,4.0
177,829.0,275.0,4.0
178,291.0,232.0,4.0
179,339.0,655.0,4.0
180,588.0,810.0,4.0
181,472.0,473.0,4.0
182,152.0,775.0,4.0
183,476.0,435.0,3.0
184,286.0,167.0,5.0
185,156.0,9.0,4.0
186,472.0,603.0,5.0
187,535.0,300.0,3.0
188,621.0,96.0,5.0
189,524.0,527.0,5.0
190,932.0,745.0,5.0
191,334.0,289.0,3.0
192,106.0,647.0,3.0
193,559.0,661.0,3.0
194,451.0,286.0,1.0
195,200.0,495.0,3.0
196,846.0,561.0,3.0
197,379.0,265.0,4.0
198,82.0,99.0,4.0
199,170.0,294.0,3.0
200,94.0,1074.0,2.0
201,839.0,50.0,5.0
202,806.0,70.0,2.0
203,506.0,770.0,3.0
204,234.0,1397.0,4.0
205,682.0,834.0,3.0
206,934.0,2.0,4.0
207,209.0,249.0,2.0
208,178.0,73.0,5.0
209,588.0,370.0,5.0
210,774.0,428.0,1.0
211,532.0,746.0,5.0
212,932.0,196.0,4.0
213,730.0,328.0,2.0
214,298.0,153.0,3.0
215,416.0,127.0,5.0
216,6.0,481.0,5.0
217,916.0,387.0,4.0
218,198.0,193.0,4.0
219,699.0,991.0,3.0
220,645.0,482.0,4.0
221,642.0,416.0,5.0
222,197.0,344.0,4.0
223,518.0,763.0,1.0
224,745.0,483.0,1.0
225,18.0,111.0,3.0
226,919.0,23.0,3.0
227,447.0,69.0,4.0
228,263.0,484.0,4.0
229,498.0,517.0,4.0
230,749.0,181.0,5.0
231,190.0,340.0,1.0
232,916.0,425.0,5.0
233,361.0,170.0,5.0
234,332.0,77.0,4.0
235,927.0,41.0,4.0
236,110.0,338.0,1.0
237,345.0,476.0,3.0
238,194.0,1045.0,2.0
239,286.0,183.0,4.0
240,869.0,275.0,4.0
241,193.0,362.0,3.0
242,99.0,100.0,5.0
243,788.0,79.0,4.0
244,747.0,14.0,3.0
245,244.0,762.0,3.0
246,659.0,1138.0,4.0
247,15.0,405.0,2.0
248,906.0,273.0,4.0
249,393.0,685.0,3.0
250,609.0,15.0,5.0
251,230.0,526.0,3.0
252,736.0,533.0,3.0
253,201.0,468.0,4.0
254,815.0,496.0,5.0
255,846.0,640.0,1.0
256,763.0,1.0,4.0
257,326.0,234.0,3.0
258,432.0,298.0,3.0
259,57.0,240.0,2.0
260,456.0,452.0,2.0
261,345.0,50.0,5.0
262,151.0,15.0,4.0
263,823.0,215.0,4.0
264,929.0,429.0,4.0
265,85.0,203.0,5.0
266,690.0,233.0,3.0
267,716.0,134.0,5.0
268,120.0,508.0,2.0
269,198.0,923.0,3.0
270,645.0,134.0,5.0
271,601.0,176.0,2.0
272,54.0,288.0,4.0
273,269.0,614.0,3.0
274,28.0,672.0,3.0
275,407.0,433.0,4.0
276,450.0,254.0,3.0
277,914.0,775.0,3.0
278,551.0,217.0,1.0
279,883.0,1121.0,3.0
280,823.0,428.0,5.0
281,253.0,22.0,5.0
282,923.0,405.0,4.0
283,666.0,381.0,3.0
284,567.0,152.0,4.0
285,770.0,333.0,5.0
286,563.0,255.0,5.0
287,393.0,228.0,3.0
288,897.0,265.0,3.0
289,186.0,250.0,1.0
290,883.0,707.0,3.0
291,694.0,133.0,5.0
292,500.0,211.0,3.0
293,850.0,181.0,5.0
294,271.0,148.0,3.0
295,867.0,98.0,5.0
296,174.0,843.0,2.0
297,253.0,482.0,5.0
298,194.0,576.0,2.0
299,56.0,769.0,4.0
300,835.0,287.0,4.0
301,323.0,619.0,3.0
302,201.0,62.0,1.0
303,787.0,302.0,3.0
304,405.0,684.0,3.0
305,88.0,313.0,3.0
306,21.0,595.0,3.0
307,292.0,748.0,3.0
308,334.0,305.0,2.0
309,747.0,481.0,5.0
310,73.0,748.0,2.0
311,130.0,772.0,4.0
312,234.0,503.0,2.0
313,724.0,308.0,1.0
314,232.0,246.0,4.0
315,746.0,233.0,4.0
316,116.0,1258.0,2.0
317,565.0,381.0,2.0
318,862.0,432.0,5.0
319,22.0,435.0,5.0
320,789.0,1012.0,4.0
321,129.0,323.0,1.0
322,653.0,395.0,1.0
323,260.0,307.0,3.0
324,910.0,222.0,4.0
325,640.0,91.0,4.0
326,605.0,223.0,5.0
327,453.0,412.0,2.0
328,897.0,79.0,5.0
329,865.0,845.0,1.0
330,537.0,609.0,3.0
331,857.0,116.0,5.0
332,654.0,568.0,4.0
333,840.0,435.0,4.0
334,18.0,194.0,3.0
335,754.0,819.0,3.0
336,43.0,382.0,5.0
337,514.0,243.0,2.0
338,331.0,1101.0,4.0
339,280.0,723.0,5.0
340,532.0,419.0,5.0
341,648.0,1033.0,2.0
342,328.0,117.0,4.0
343,110.0,1182.0,2.0
344,92.0,931.0,1.0
345,749.0,1188.0,3.0
346,321.0,286.0,4.0
347,854.0,508.0,4.0
348,274.0,1060.0,4.0
349,458.0,1070.0,4.0
350,606.0,585.0,4.0
351,389.0,926.0,3.0
352,328.0,903.0,3.0
353,250.0,129.0,4.0
354,82.0,1164.0,2.0
355,524.0,89.0,5.0
356,608.0,262.0,3.0
357,250.0,223.0,4.0
358,145.0,1210.0,1.0
359,616.0,260.0,3.0
360,204.0,336.0,1.0
361,463.0,224.0,3.0
362,601.0,763.0,5.0
363,194.0,152.0,3.0
364,778.0,780.0,3.0
365,669.0,196.0,3.0
366,802.0,184.0,4.0
367,560.0,508.0,3.0
368,731.0,1269.0,3.0
369,457.0,679.0,4.0
370,718.0,742.0,5.0
371,798.0,472.0,3.0
372,469.0,513.0,5.0
373,95.0,523.0,4.0
374,399.0,541.0,3.0
375,246.0,941.0,1.0
376,239.0,171.0,5.0
377,896.0,578.0,2.0
378,298.0,845.0,3.0
379,447.0,367.0,3.0
380,5.0,410.0,1.0
381,59.0,71.0,3.0
382,22.0,167.0,3.0
383,262.0,417.0,2.0
384,833.0,649.0,3.0
385,768.0,222.0,4.0
386,851.0,121.0,4.0
387,653.0,1135.0,2.0
388,379.0,56.0,5.0
389,328.0,569.0,4.0
390,429.0,1017.0,3.0
391,126.0,751.0,4.0
392,399.0,12.0,3.0
393,590.0,1014.0,3.0
394,64.0,778.0,5.0
395,95.0,1222.0,2.0
396,152.0,393.0,5.0
397,346.0,1025.0,3.0
398,868.0,161.0,2.0
399,397.0,12.0,4.0
400,681.0,310.0,3.0
401,537.0,521.0,2.0
402,907.0,1057.0,3.0
403,330.0,148.0,4.0
404,7.0,436.0,5.0
405,468.0,195.0,5.0
406,24.0,655.0,5.0
407,861.0,547.0,4.0
408,503.0,558.0,5.0
409,224.0,1119.0,3.0
410,222.0,972.0,2.0
411,618.0,955.0,2.0
412,698.0,507.0,4.0
413,669.0,527.0,3.0
414,326.0,94.0,4.0
415,683.0,683.0,3.0
416,41.0,430.0,5.0
417,393.0,470.0,4.0
418,503.0,275.0,5.0
419,141.0,15.0,5.0
420,663.0,1048.0,4.0
421,245.0,258.0,4.0
422,683.0,62.0,4.0
423,347.0,1011.0,3.0
424,616.0,748.0,3.0
425,234.0,87.0,3.0
426,85.0,657.0,4.0
427,586.0,82.0,2.0
428,450.0,145.0,3.0
429,645.0,182.0,5.0
430,942.0,117.0,4.0
431,429.0,177.0,4.0
432,50.0,253.0,5.0
433,243.0,275.0,3.0
434,16.0,96.0,5.0
435,590.0,237.0,3.0
436,919.0,11.0,4.0
437,627.0,162.0,3.0
438,378.0,226.0,3.0
439,644.0,597.0,4.0
440,178.0,510.0,4.0
441,109.0,173.0,5.0
442,234.0,161.0,3.0
443,537.0,181.0,2.0
444,291.0,1217.0,3.0
445,682.0,948.0,2.0
446,397.0,358.0,2.0
447,882.0,380.0,5.0
448,894.0,922.0,4.0
449,343.0,1107.0,3.0
450,341.0,895.0,4.0
451,727.0,1188.0,2.0
452,885.0,1221.0,3.0
453,472.0,231.0,5.0
454,763.0,464.0,3.0
455,868.0,150.0,5.0
456,932.0,1411.0,4.0
457,813.0,890.0,4.0
458,280.0,977.0,3.0
459,756.0,63.0,3.0
460,378.0,575.0,3.0
461,649.0,121.0,2.0
462,11.0,517.0,2.0
463,387.0,135.0,5.0
464,854.0,147.0,3.0
465,346.0,365.0,1.0
466,303.0,118.0,2.0
467,378.0,468.0,5.0
468,5.0,389.0,1.0
469,60.0,496.0,4.0
470,308.0,89.0,5.0
471,930.0,240.0,1.0
472,293.0,215.0,4.0
473,907.0,271.0,5.0
474,90.0,148.0,2.0
475,606.0,619.0,4.0
476,201.0,693.0,4.0
477,301.0,1074.0,2.0
478,132.0,285.0,4.0
479,610.0,607.0,5.0
480,307.0,655.0,4.0
481,67.0,240.0,5.0
482,405.0,414.0,1.0
483,294.0,299.0,3.0
484,601.0,204.0,2.0
485,119.0,879.0,5.0
486,682.0,578.0,3.0
487,294.0,127.0,5.0
488,344.0,463.0,4.0
489,749.0,202.0,5.0
490,487.0,790.0,3.0
491,842.0,324.0,4.0
492,194.0,165.0,4.0
493,578.0,751.0,3.0
494,271.0,277.0,4.0
495,334.0,1108.0,4.0
496,90.0,651.0,5.0
497,117.0,895.0,2.0
498,430.0,9.0,3.0
499,151.0,836.0,4.0
500,334.0,736.0,3.0
501,456.0,523.0,4.0
502,297.0,588.0,4.0
503,538.0,712.0,3.0
504,314.0,783.0,3.0
505,502.0,323.0,4.0
506,303.0,748.0,2.0
507,591.0,451.0,3.0
508,670.0,96.0,5.0
509,62.0,463.0,4.0
510,201.0,1103.0,3.0
511,941.0,919.0,5.0
512,942.0,197.0,5.0
513,23.0,516.0,4.0
514,620.0,418.0,3.0
515,907.0,107.0,5.0
516,391.0,288.0,3.0
517,176.0,303.0,3.0
518,217.0,779.0,1.0
519,796.0,988.0,3.0
520,234.0,199.0,5.0
521,474.0,92.0,4.0
522,7.0,273.0,3.0
523,617.0,429.0,3.0
524,715.0,231.0,3.0
525,343.0,168.0,4.0
526,851.0,23.0,4.0
527,890.0,151.0,5.0
528,57.0,866.0,3.0
529,54.0,333.0,5.0
530,751.0,436.0,4.0
531,92.0,295.0,2.0
532,157.0,1302.0,5.0
533,234.0,506.0,4.0
534,374.0,977.0,1.0
535,851.0,302.0,5.0
536,312.0,136.0,5.0
537,83.0,640.0,2.0
538,324.0,471.0,5.0
539,245.0,1047.0,3.0
540,659.0,419.0,5.0
541,70.0,109.0,3.0
542,383.0,237.0,4.0
543,911.0,638.0,4.0
544,94.0,736.0,5.0
545,592.0,754.0,3.0
546,655.0,1018.0,3.0
547,388.0,237.0,5.0
548,642.0,951.0,3.0
549,472.0,67.0,4.0
550,72.0,792.0,3.0
551,64.0,38.0,3.0
552,312.0,1203.0,5.0
553,276.0,473.0,4.0
554,374.0,872.0,5.0
555,151.0,277.0,4.0
556,92.0,64.0,4.0
557,659.0,469.0,4.0
558,445.0,93.0,1.0
559,639.0,280.0,3.0
560,280.0,22.0,5.0
561,606.0,293.0,5.0
562,561.0,526.0,3.0
563,201.0,379.0,3.0
564,798.0,191.0,4.0
565,839.0,7.0,2.0
566,653.0,223.0,3.0
567,447.0,546.0,2.0
568,911.0,496.0,3.0
569,910.0,1025.0,2.0
570,716.0,836.0,4.0
571,933.0,127.0,5.0
572,336.0,1074.0,5.0
573,456.0,979.0,3.0
574,212.0,427.0,4.0
575,496.0,660.0,3.0
576,761.0,1012.0,1.0
577,834.0,100.0,4.0
578,267.0,226.0,3.0
579,310.0,845.0,5.0
580,635.0,323.0,3.0
581,184.0,89.0,4.0
582,326.0,427.0,4.0
583,602.0,457.0,3.0
584,940.0,70.0,3.0
585,385.0,128.0,5.0
586,482.0,295.0,3.0
587,276.0,546.0,3.0
588,612.0,322.0,3.0
589,60.0,403.0,3.0
590,269.0,254.0,1.0
591,862.0,193.0,4.0
592,393.0,812.0,3.0
593,103.0,252.0,2.0
594,883.0,226.0,3.0
595,430.0,123.0,2.0
596,405.0,63.0,3.0
597,360.0,10.0,5.0
598,234.0,418.0,3.0
599,110.0,272.0,4.0
600,453.0,248.0,4.0
601,336.0,824.0,3.0
602,200.0,622.0,3.0
603,430.0,528.0,4.0
604,201.0,1010.0,3.0
605,279.0,469.0,4.0
606,551.0,64.0,5.0
607,13.0,353.0,4.0
608,453.0,85.0,3.0
609,643.0,99.0,4.0
610,7.0,213.0,3.0
611,221.0,789.0,4.0
612,234.0,1451.0,3.0
613,836.0,663.0,5.0
614,43.0,1057.0,2.0
615,618.0,190.0,4.0
616,347.0,472.0,5.0
617,60.0,613.0,4.0
618,201.0,471.0,2.0
619,860.0,344.0,3.0
620,790.0,431.0,3.0
621,825.0,831.0,3.0
622,100.0,270.0,3.0
623,193.0,25.0,4.0
624,570.0,268.0,3.0
625,826.0,183.0,5.0
626,543.0,568.0,3.0
627,378.0,729.0,4.0
628,528.0,657.0,5.0
629,859.0,249.0,5.0
630,698.0,190.0,5.0
631,207.0,65.0,3.0
632,507.0,343.0,5.0
633,804.0,405.0,4.0
634,592.0,326.0,4.0
635,552.0,13.0,3.0
636,276.0,1090.0,1.0
637,128.0,423.0,4.0
638,92.0,597.0,2.0
639,727.0,250.0,5.0
640,234.0,192.0,3.0
641,85.0,157.0,3.0
642,221.0,227.0,3.0
643,598.0,243.0,2.0
644,343.0,286.0,4.0
645,265.0,298.0,5.0
646,295.0,229.0,4.0
647,632.0,432.0,3.0
648,566.0,82.0,4.0
649,806.0,29.0,4.0
650,833.0,13.0,2.0
651,6.0,500.0,4.0
652,303.0,762.0,4.0
653,833.0,434.0,3.0
654,476.0,648.0,4.0
655,388.0,1.0,5.0
656,417.0,357.0,5.0
657,896.0,273.0,5.0
658,704.0,382.0,4.0
659,151.0,505.0,5.0
660,189.0,121.0,2.0
661,456.0,79.0,3.0
662,653.0,779.0,1.0
663,160.0,463.0,4.0
664,899.0,237.0,4.0
665,778.0,94.0,2.0
666,108.0,124.0,4.0
667,429.0,1139.0,2.0
668,882.0,815.0,2.0
669,399.0,56.0,3.0
670,916.0,236.0,4.0
671,296.0,242.0,4.0
672,533.0,1016.0,3.0
673,269.0,120.0,1.0
674,447.0,222.0,3.0
675,629.0,475.0,4.0
676,621.0,748.0,4.0
677,545.0,384.0,3.0
678,379.0,284.0,4.0
679,49.0,231.0,3.0
680,183.0,54.0,2.0
681,486.0,299.0,1.0
682,460.0,321.0,3.0
683,345.0,98.0,5.0
684,327.0,631.0,3.0
685,648.0,173.0,5.0
686,843.0,650.0,3.0
687,637.0,149.0,2.0
688,650.0,188.0,3.0
689,291.0,17.0,4.0
690,334.0,328.0,3.0
691,880.0,746.0,4.0
692,391.0,435.0,5.0
693,214.0,346.0,3.0
694,42.0,1042.0,3.0
695,601.0,431.0,4.0
696,456.0,202.0,3.0
697,214.0,652.0,4.0
698,826.0,82.0,3.0
699,615.0,191.0,5.0
700,844.0,174.0,4.0
701,393.0,686.0,4.0
702,155.0,988.0,2.0
703,159.0,333.0,5.0
704,318.0,659.0,4.0
705,85.0,1173.0,4.0
706,57.0,125.0,3.0
707,82.0,671.0,1.0
708,656.0,316.0,3.0
709,367.0,452.0,4.0
710,416.0,238.0,4.0
711,327.0,132.0,5.0
712,616.0,289.0,4.0
713,404.0,286.0,1.0
714,687.0,313.0,5.0
715,608.0,58.0,2.0
716,754.0,744.0,3.0
717,189.0,483.0,5.0
718,387.0,580.0,5.0
719,81.0,410.0,4.0
720,593.0,143.0,4.0
721,684.0,118.0,4.0
722,506.0,177.0,5.0
723,472.0,1079.0,4.0
724,214.0,134.0,4.0
725,398.0,514.0,4.0
726,347.0,820.0,2.0
727,307.0,257.0,5.0
728,466.0,327.0,3.0
729,58.0,144.0,4.0
730,23.0,145.0,3.0
731,194.0,744.0,3.0
732,189.0,132.0,5.0
733,75.0,472.0,4.0
734,7.0,629.0,3.0
735,846.0,480.0,5.0
736,299.0,286.0,4.0
737,706.0,294.0,4.0
738,474.0,47.0,4.0
739,161.0,1117.0,3.0
740,611.0,302.0,5.0
741,508.0,121.0,2.0
742,568.0,286.0,3.0
743,774.0,215.0,3.0
744,13.0,152.0,5.0
745,58.0,121.0,2.0
746,311.0,655.0,4.0
747,18.0,403.0,3.0
748,548.0,250.0,5.0
749,280.0,125.0,2.0
750,135.0,943.0,3.0
751,59.0,274.0,1.0
752,139.0,740.0,2.0
753,932.0,197.0,5.0
754,883.0,693.0,4.0
755,347.0,12.0,3.0
756,342.0,1016.0,1.0
757,457.0,742.0,4.0
758,378.0,1147.0,4.0
759,870.0,651.0,3.0
760,276.0,1016.0,3.0
761,461.0,682.0,1.0
762,787.0,351.0,3.0
763,174.0,1254.0,1.0
764,17.0,100.0,4.0
765,291.0,933.0,4.0
766,727.0,53.0,1.0
767,102.0,930.0,2.0
768,490.0,100.0,3.0
769,659.0,43.0,4.0
770,797.0,50.0,5.0
771,110.0,366.0,3.0
772,354.0,657.0,4.0
773,878.0,165.0,4.0
774,892.0,192.0,5.0
775,650.0,559.0,3.0
776,916.0,244.0,4.0
777,938.0,823.0,4.0
778,245.0,756.0,3.0
779,776.0,670.0,3.0
780,214.0,121.0,4.0
781,622.0,474.0,3.0
782,619.0,302.0,4.0
783,711.0,120.0,2.0
784,281.0,258.0,2.0
785,497.0,395.0,4.0
786,104.0,847.0,2.0
787,719.0,655.0,4.0
788,532.0,227.0,4.0
789,83.0,28.0,4.0
790,62.0,673.0,2.0
791,773.0,182.0,4.0
792,486.0,887.0,5.0
793,733.0,546.0,1.0
794,290.0,31.0,4.0
795,336.0,26.0,5.0
796,13.0,143.0,1.0
797,724.0,346.0,1.0
798,894.0,713.0,4.0
799,463.0,284.0,3.0
800,529.0,264.0,2.0
801,924.0,605.0,3.0
802,128.0,684.0,4.0
803,344.0,487.0,5.0
804,643.0,325.0,2.0
805,316.0,588.0,1.0
806,934.0,403.0,4.0
807,201.0,370.0,1.0
808,711.0,180.0,4.0
809,618.0,781.0,3.0
810,71.0,14.0,5.0
811,843.0,465.0,2.0
812,880.0,864.0,3.0
813,373.0,843.0,3.0
814,417.0,420.0,4.0
815,442.0,294.0,2.0
816,864.0,511.0,4.0
817,293.0,1046.0,1.0
818,487.0,921.0,5.0
819,128.0,202.0,2.0
820,291.0,143.0,3.0
821,389.0,503.0,3.0
822,347.0,410.0,5.0
823,270.0,574.0,3.0
824,7.0,44.0,5.0
825,507.0,1237.0,5.0
826,311.0,56.0,5.0
827,308.0,1065.0,5.0
828,393.0,27.0,4.0
829,832.0,681.0,2.0
830,693.0,180.0,3.0
831,533.0,10.0,2.0
832,90.0,269.0,5.0
833,200.0,717.0,4.0
834,70.0,450.0,1.0
835,154.0,302.0,4.0
836,22.0,871.0,3.0
837,790.0,216.0,5.0
838,807.0,969.0,4.0
839,450.0,168.0,5.0
840,1.0,179.0,3.0
841,555.0,258.0,3.0
842,480.0,183.0,4.0
843,903.0,192.0,5.0
844,145.0,12.0,5.0
845,322.0,521.0,5.0
846,634.0,977.0,3.0
847,314.0,288.0,5.0
848,479.0,252.0,2.0
849,526.0,123.0,3.0
850,64.0,160.0,4.0
851,606.0,202.0,4.0
852,735.0,1012.0,2.0
853,406.0,610.0,1.0
854,205.0,258.0,3.0
855,880.0,375.0,1.0
856,24.0,699.0,3.0
857,136.0,14.0,5.0
858,26.0,240.0,3.0
859,698.0,258.0,3.0
860,449.0,337.0,4.0
861,776.0,135.0,4.0
862,612.0,878.0,2.0
863,843.0,177.0,3.0
864,295.0,629.0,5.0
865,867.0,1159.0,5.0
866,416.0,403.0,5.0
867,545.0,385.0,3.0
868,657.0,1.0,3.0
869,298.0,127.0,5.0
870,347.0,421.0,2.0
871,318.0,121.0,1.0
872,323.0,1050.0,5.0
873,804.0,135.0,3.0
874,155.0,872.0,3.0
875,128.0,50.0,4.0
876,406.0,125.0,3.0
877,608.0,421.0,5.0
878,291.0,1244.0,4.0
879,158.0,4.0,4.0
880,441.0,288.0,2.0
881,504.0,372.0,4.0
882,429.0,658.0,3.0
883,480.0,8.0,5.0
884,267.0,622.0,3.0
885,276.0,104.0,1.0
886,7.0,8.0,5.0
887,158.0,53.0,1.0
888,796.0,191.0,4.0
889,457.0,282.0,4.0
890,748.0,647.0,3.0
891,267.0,210.0,4.0
892,145.0,738.0,3.0
893,746.0,157.0,4.0
894,823.0,135.0,4.0
895,715.0,53.0,1.0
896,738.0,755.0,3.0
897,454.0,210.0,4.0
898,195.0,779.0,2.0
899,294.0,1134.0,3.0
900,96.0,200.0,5.0
901,615.0,192.0,5.0
902,503.0,633.0,5.0
903,564.0,121.0,4.0
904,660.0,184.0,3.0
905,391.0,508.0,2.0
906,590.0,15.0,3.0
907,532.0,926.0,3.0
908,277.0,302.0,4.0
909,70.0,449.0,2.0
910,537.0,53.0,2.0
911,479.0,209.0,4.0
912,442.0,988.0,1.0
913,453.0,384.0,2.0
914,443.0,358.0,1.0
915,279.0,226.0,4.0
916,447.0,174.0,5.0
917,897.0,185.0,5.0
918,122.0,378.0,4.0
919,738.0,28.0,4.0
920,715.0,425.0,4.0
921,406.0,655.0,3.0
922,879.0,300.0,3.0
923,239.0,64.0,1.0
924,934.0,605.0,4.0
925,556.0,187.0,5.0
926,21.0,445.0,3.0
927,716.0,651.0,5.0
928,921.0,526.0,4.0
929,85.0,340.0,3.0
930,627.0,196.0,5.0
931,244.0,324.0,4.0
932,216.0,763.0,4.0
933,253.0,87.0,5.0
934,175.0,186.0,4.0
935,682.0,47.0,1.0
936,315.0,523.0,4.0
937,271.0,199.0,4.0
938,5.0,183.0,4.0
939,389.0,1036.0,2.0
940,483.0,12.0,2.0
941,746.0,183.0,4.0
942,429.0,747.0,3.0
943,447.0,31.0,4.0
944,896.0,80.0,2.0
945,402.0,235.0,3.0
946,796.0,283.0,3.0
947,880.0,1197.0,3.0
948,731.0,520.0,4.0
949,292.0,1014.0,3.0
950,488.0,746.0,4.0
951,213.0,156.0,5.0
952,690.0,642.0,3.0
953,224.0,778.0,1.0
954,291.0,1471.0,3.0
955,144.0,213.0,4.0
956,896.0,887.0,2.0
957,452.0,603.0,4.0
958,883.0,856.0,5.0
959,437.0,1007.0,5.0
960,64.0,197.0,3.0
961,303.0,1286.0,4.0
962,109.0,588.0,4.0
963,514.0,510.0,3.0
964,592.0,224.0,5.0
965,208.0,381.0,3.0
966,822.0,410.0,1.0
967,846.0,73.0,4.0
968,497.0,943.0,4.0
969,327.0,197.0,4.0
970,679.0,588.0,3.0
971,559.0,435.0,2.0
972,389.0,135.0,2.0
973,264.0,192.0,4.0
974,58.0,558.0,5.0
975,666.0,176.0,4.0
976,263.0,250.0,2.0
977,627.0,690.0,5.0
978,163.0,98.0,4.0
979,543.0,29.0,2.0
980,454.0,685.0,3.0
981,6.0,459.0,2.0
982,796.0,821.0,4.0
983,875.0,514.0,5.0
984,913.0,742.0,3.0
985,326.0,367.0,3.0
986,870.0,481.0,4.0
987,881.0,763.0,3.0
988,643.0,385.0,3.0
989,755.0,327.0,2.0
990,690.0,53.0,2.0
991,233.0,375.0,4.0
